genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
CYTIP	ENSG00000115165	CYTIP	1.4292888967531	7.76575378335054	40.8887631551413	1.61145031327026e-10	2.16214770910411e-09	TRUE
MYO1G	ENSG00000136286	MYO1G	1.25305021831608	7.39519370155485	40.7960051935058	1.68978165777033e-10	2.26439254895168e-09	TRUE
ACTR2	ENSG00000138071	ACTR2	1.38880825895329	8.2522880965383	40.6810641222985	1.79215455884376e-10	2.39760945467582e-09	TRUE
PPP1R10	ENSG00000204569	PPP1R10	1.25933017822029	7.5179994224481	40.6793794398816	1.79370030631762e-10	2.39760945467582e-09	TRUE
SVIL	ENSG00000197321	SVIL	1.91588257614161	6.88793729778407	40.603970457792	1.86427464220325e-10	2.48881834291626e-09	TRUE
MED13L	ENSG00000123066	MED13L	1.38914975023713	8.34468787812764	40.5944690579737	1.87336185482544e-10	2.49781580643392e-09	TRUE
LST1	ENSG00000204482	LST1	1.47267297305929	7.44493359306227	40.5244909269231	1.94166965935898e-10	2.58565271283849e-09	TRUE
NDEL1	ENSG00000166579	NDEL1	1.34756750386732	7.05637283660983	40.4978029480866	1.96837253804668e-10	2.61793547560208e-09	TRUE
SLK	ENSG00000065613	SLK	1.20195871878403	7.27902944768876	40.4883956739412	1.97787243697521e-10	2.62728623338529e-09	TRUE
ZFYVE26	ENSG00000072121	ZFYVE26	1.4084975510666	7.73817485524479	40.4742604995405	1.99223315342056e-10	2.64306243795446e-09	TRUE
P2RY13	ENSG00000181631	P2RY13	1.42518147870128	6.64476778641972	40.439373538228	2.02812509472165e-10	2.68732889263242e-09	TRUE
MAP3K2	ENSG00000169967	MAP3K2	1.50525498248073	8.07555986826038	40.3981454383121	2.07137626611044e-10	2.74122431236506e-09	TRUE
P4HB	ENSG00000185624	P4HB	1.6023999002964	8.90012414365272	40.3518522598881	2.12104251879123e-10	2.80346489440232e-09	TRUE
SSR2	ENSG00000163479	SSR2	1.30840446427835	7.63367151026961	40.3263044794382	2.14896048577668e-10	2.83684113755135e-09	TRUE
ATG3	ENSG00000144848	ATG3	1.14019282405992	6.89406686715102	40.3184452525562	2.15762261550631e-10	2.84474654634289e-09	TRUE
ATP1B1	ENSG00000143153	ATP1B1	-1.63773680794947	5.9827410159072	40.2766945171886	2.20422809071448e-10	2.90259738678243e-09	TRUE
TSC22D3	ENSG00000157514	TSC22D3	1.63543388171004	7.50337974805731	40.2172247708923	2.27235837374066e-10	2.98281764250477e-09	TRUE
CCL4L2	ENSG00000276070	CCL4L2	2.21095731147861	7.87590375262558	40.2161941922706	2.2735574323979e-10	2.98281764250477e-09	TRUE
MSL1	ENSG00000188895	MSL1	1.31969078296537	7.39706878152837	40.1902061701554	2.30400427047279e-10	3.01904007855055e-09	TRUE
DDX3X	ENSG00000215301	DDX3X	1.67970769726977	9.23901148166025	40.1771086149862	2.31950335522449e-10	3.03561078715727e-09	TRUE
SMAP2	ENSG00000084070	SMAP2	1.30552615745676	8.02251405059803	40.1677778711626	2.33060858146427e-10	3.04639745783537e-09	TRUE
PCF11	ENSG00000165494	PCF11	1.21011932049384	7.68655889762147	40.1011917612004	2.41141824763637e-10	3.14815830120871e-09	TRUE
PPP1CB	ENSG00000213639	PPP1CB	1.37270614212554	7.74986061407048	40.0304690046589	2.50032227727924e-10	3.2602241458641e-09	TRUE
GNB1	ENSG00000078369	GNB1	1.44853033949036	8.31567477149373	39.9914205333087	2.55080766440956e-10	3.32198207457989e-09	TRUE
SEL1L	ENSG00000071537	SEL1L	1.38592704741876	8.05694630397801	39.9764300150308	2.57045872588074e-10	3.34348176569329e-09	TRUE
UBE2R2	ENSG00000107341	UBE2R2	1.2634019905131	6.74709651672082	39.9554924359234	2.59815971481561e-10	3.37538697993139e-09	TRUE
CSNK1G2	ENSG00000133275	CSNK1G2	1.17530646552877	7.0530197252252	39.9226772098885	2.64217762911523e-10	3.42838658216902e-09	TRUE
SGSH	ENSG00000181523	SGSH	1.79497476076025	7.19850661835961	39.9068530060735	2.66367004422981e-10	3.45206446657798e-09	TRUE
SP100	ENSG00000067066	SP100	1.37747779639566	7.9428604931149	39.8216983988967	2.78236801839114e-10	3.60150799460848e-09	TRUE
SEC16A	ENSG00000148396	SEC16A	1.3815244229427	7.82545874975974	39.7965054470432	2.81848939606543e-10	3.64383076234947e-09	TRUE
KMT2B	ENSG00000272333	KMT2B	1.35501521628202	7.11965298732183	39.7886065995393	2.82991106119795e-10	3.65415700135269e-09	TRUE
SETD5	ENSG00000168137	SETD5	1.28513516899387	7.40904773359824	39.7361276086243	2.90698085997908e-10	3.74912440608212e-09	TRUE
IRAK1	ENSG00000184216	IRAK1	1.60920697179535	7.99720999236163	39.7318437404546	2.91336408014434e-10	3.75280796764356e-09	TRUE
ARPC2	ENSG00000163466	ARPC2	1.4511408790947	8.69327306145656	39.7029607129958	2.95676930608971e-10	3.80411431883851e-09	TRUE
YTHDF3	ENSG00000185728	YTHDF3	1.14737796845213	7.25067853313105	39.5897723929227	3.13319907464965e-10	4.02623649206186e-09	TRUE
TNR	ENSG00000116147	TNR	-1.97751877991189	5.41198609183008	39.5576646081	3.18513861492438e-10	4.08804280612732e-09	TRUE
PTPRC	ENSG00000081237	PTPRC	1.88260377053607	10.1239748021719	39.5547120083023	3.18995798549649e-10	4.08929553803406e-09	TRUE
IST1	ENSG00000182149	IST1	1.25690705232038	7.70676350248815	39.5109841520373	3.26219327501266e-10	4.17686359159262e-09	TRUE
ATXN1	ENSG00000124788	ATXN1	1.36620019727135	7.95883406045122	39.478761981317	3.3164678866677e-10	4.24125220121927e-09	TRUE
DRAM1	ENSG00000136048	DRAM1	1.12867332909308	6.85539000731195	39.4364462104185	3.38911956146853e-10	4.32895943985896e-09	TRUE
GGA3	ENSG00000125447	GGA3	1.20815768392318	7.07947402275657	39.4261857703088	3.40697433914012e-10	4.34654759813559e-09	TRUE
SH3BP4	ENSG00000130147	SH3BP4	-1.42085076713795	5.17365683366215	39.4179481768376	3.42137717372421e-10	4.3596949854402e-09	TRUE
TRIM33	ENSG00000197323	TRIM33	1.2677933556352	7.45668172705171	39.4099125410409	3.4354856305386e-10	4.37243625704913e-09	TRUE
WIPF1	ENSG00000115935	WIPF1	1.44769474792444	8.4518721352417	39.3928704316214	3.46560012435501e-10	4.40549406489096e-09	TRUE
PFKFB4	ENSG00000114268	PFKFB4	1.37004083616641	6.85304150695474	39.3606272710617	3.5233007237038e-10	4.47349877090792e-09	TRUE
RICTOR	ENSG00000164327	RICTOR	1.27084768243681	7.66407566200462	39.3451461486536	3.55134566799477e-10	4.50373276608634e-09	TRUE
MBLAC2	ENSG00000176055	MBLAC2	-1.66984496509529	5.03200832164235	39.3417466012524	3.55753400835496e-10	4.50620974391628e-09	TRUE
KIAA0513	ENSG00000135709	KIAA0513	1.26286782441838	7.17320633445028	39.2751348354786	3.68099216518832e-10	4.65704597355574e-09	TRUE
ARRDC2	ENSG00000105643	ARRDC2	1.42319902803356	7.12087171179549	39.2683810409245	3.6937466838606e-10	4.66763238910651e-09	TRUE
TLR6	ENSG00000174130	TLR6	1.26224702101863	7.06704832718726	39.2413290007011	3.74527944651839e-10	4.72713799655464e-09	TRUE
SNN	ENSG00000184602	SNN	1.53207597385108	7.43647905637428	39.1919011633599	3.84130315948315e-10	4.84259071290293e-09	TRUE
SIGLEC9	ENSG00000129450	SIGLEC9	1.2673678397738	6.99944352319145	39.1577882006905	3.90900835074014e-10	4.92211229016273e-09	TRUE
C6orf89	ENSG00000198663	C6orf89	1.09602492337549	7.15881680092597	39.1502627000147	3.92410459543247e-10	4.93528048409001e-09	TRUE
PSTPIP2	ENSG00000152229	PSTPIP2	1.20685722593504	6.8884484818024	39.1367662985164	3.95132489122598e-10	4.96364779724255e-09	TRUE
SHC3	ENSG00000148082	SHC3	-2.06254011198893	5.34723290515064	39.0540393755523	4.12235313462752e-10	5.17238648024019e-09	TRUE
SEPTIN3	ENSG00000100167	SEPTIN3	-1.87644500116533	5.38525900723868	39.0283789788521	4.17689425851788e-10	5.23099348729876e-09	TRUE
FBXW7	ENSG00000109670	FBXW7	1.19732932777763	7.09024380116023	39.0274439835293	4.17889517312401e-10	5.23099348729876e-09	TRUE
DNAJC5	ENSG00000101152	DNAJC5	1.44636295360816	8.18529731787753	39.0247666033342	4.18463014709291e-10	5.2320170111714e-09	TRUE
MFSD14A	ENSG00000156875	MFSD14A	1.14004352387545	6.60258076407811	39.0105922406777	4.21512330553592e-10	5.26395680409651e-09	TRUE
TP53I3	ENSG00000115129	TP53I3	-1.41375079807824	5.23020408112879	38.9613693806724	4.32275397793121e-10	5.39204013190951e-09	TRUE
NOP10	ENSG00000182117	NOP10	1.28739833640474	6.82765167715421	38.8915885720597	4.48006863808997e-10	5.58172486057111e-09	TRUE
CSK	ENSG00000103653	CSK	1.2406498016043	7.66288758172906	38.8764410621354	4.51496742414003e-10	5.61862612781871e-09	TRUE
TRIP12	ENSG00000153827	TRIP12	1.43786232117439	8.53756878054113	38.8156659422257	4.65774720178324e-10	5.78953624146889e-09	TRUE
TRPC4AP	ENSG00000100991	TRPC4AP	1.17737640517121	7.36045815637705	38.7773166017635	4.75015906170684e-10	5.89751370088224e-09	TRUE
SEC22B	ENSG00000265808	SEC22B	1.37361046401967	7.47347600734145	38.7601833936629	4.79203669777846e-10	5.9425723151938e-09	TRUE
PMEPA1	ENSG00000124225	PMEPA1	-1.50033769285813	5.43266946715557	38.7543288092186	4.80643126337132e-10	5.95348412599195e-09	TRUE
ZNF395	ENSG00000186918	ZNF395	1.55670358978822	6.9678852792369	38.7309599095321	4.8643205200868e-10	6.0181825969446e-09	TRUE
B2M	ENSG00000166710	B2M	2.03108876305762	11.7836895874667	38.7275665061817	4.87278447493373e-10	6.0216523592677e-09	TRUE
DENND4B	ENSG00000198837	DENND4B	1.35220756828513	7.83346759547691	38.7242008828641	4.88119370359057e-10	6.02504652044126e-09	TRUE
TMEM165	ENSG00000134851	TMEM165	1.21465503829018	7.04189250547745	38.7121630335653	4.91139014696796e-10	6.0552944569802e-09	TRUE
SLCO4A1	ENSG00000101187	SLCO4A1	2.21457524435617	6.81731965363833	38.6237537229795	5.13896759988864e-10	6.3285434331962e-09	TRUE
MARF1	ENSG00000166783	MARF1	1.34556656878311	7.6541507648943	38.5806892012211	5.25361560483415e-10	6.4622508711486e-09	TRUE
SLC12A9	ENSG00000146828	SLC12A9	1.23692349390898	7.21879202504625	38.5226291725126	5.41224929254621e-10	6.64969197144246e-09	TRUE
SLC35E1	ENSG00000127526	SLC35E1	1.22620512882082	6.92599029438639	38.4999157853261	5.47560473542556e-10	6.71977328545882e-09	TRUE
SCN3A	ENSG00000153253	SCN3A	-1.66082286495665	4.99250814021723	38.4629981999586	5.5801686623573e-10	6.84020674740572e-09	TRUE
CD58	ENSG00000116815	CD58	1.39909316707666	6.46085762647262	38.4311712608238	5.67191731397206e-10	6.94467206221666e-09	TRUE
ST8SIA4	ENSG00000113532	ST8SIA4	1.23132713183378	7.74959736907019	38.3731196823659	5.84317200996288e-10	7.14613220528793e-09	TRUE
ARL4A	ENSG00000122644	ARL4A	-1.44080900700475	5.33802081380723	38.3591010665195	5.88529772039364e-10	7.18938780080233e-09	TRUE
LMTK2	ENSG00000164715	LMTK2	1.30255405541015	6.72687196229727	38.3373767475706	5.95118043732593e-10	7.26153209325091e-09	TRUE
LGALS3	ENSG00000131981	LGALS3	1.62079878317196	7.34764184548912	38.3282598291626	5.97904854153705e-10	7.28717943664997e-09	TRUE
IFI30	ENSG00000216490	IFI30	1.77977844906853	9.83256363295388	38.2774902081927	6.13664518468271e-10	7.47069848570069e-09	TRUE
ATP6V0B	ENSG00000117410	ATP6V0B	1.4222299745711	7.85732468237113	38.2609154523419	6.18899100380434e-10	7.52581306062607e-09	TRUE
PLIN4	ENSG00000167676	PLIN4	2.05954584909048	6.71216601594242	38.2389793092524	6.25895694327778e-10	7.60220341055657e-09	TRUE
LTA4H	ENSG00000111144	LTA4H	1.4355318589754	8.02573229360149	38.2025394814669	6.37693754581389e-10	7.73667223346178e-09	TRUE
USP4	ENSG00000114316	USP4	1.20330297713663	7.08116608982612	38.1832306277717	6.4403533478765e-10	7.80471066303030e-09	TRUE
SNX18	ENSG00000178996	SNX18	1.20838308255829	7.25742171079471	38.1488418081633	6.554863761725e-10	7.93444259667281e-09	TRUE
ARHGDIA	ENSG00000141522	ARHGDIA	1.44784079094707	8.17481484869513	38.136631807218	6.59601003336077e-10	7.97517576760893e-09	TRUE
GPSM3	ENSG00000213654	GPSM3	1.36088096786421	7.74048806401318	38.1313806416118	6.61378527272009e-10	7.9875908401523e-09	TRUE
OLFML2B	ENSG00000162745	OLFML2B	1.34997928989613	6.62326703474886	38.0788852580204	6.7941402364219e-10	8.19610568203277e-09	TRUE
RTF2	ENSG00000022277	RTF2	1.22223031387773	7.20389567519406	38.0680546030887	6.8319588119102e-10	8.23239431016132e-09	TRUE
BBS12	ENSG00000181004	BBS12	-1.43855522366088	5.033754136895	37.9923438045376	7.10227876995746e-10	8.54844413035604e-09	TRUE
PRRC2C	ENSG00000117523	PRRC2C	1.42095687914937	8.60087999019003	37.9875993587475	7.11957070776441e-10	8.55957427464558e-09	TRUE
SBNO1	ENSG00000139697	SBNO1	1.16216466392102	7.41101620413941	37.9468036919553	7.27000771720856e-10	8.72765359148473e-09	TRUE
WWC3	ENSG00000047644	WWC3	1.20387413956492	6.75871594858962	37.9452555436092	7.27577888688624e-10	8.72765359148473e-09	TRUE
RPPH1	ENSG00000277209	RPPH1	2.02461813561622	12.0682184084967	37.8257509226683	7.73539356125622e-10	9.26853462745115e-09	TRUE
RBM23	ENSG00000100461	RBM23	1.11046212308393	7.29415750847512	37.7868889679737	7.89103371301809e-10	9.44438680613189e-09	TRUE
ZDHHC5	ENSG00000156599	ZDHHC5	1.17252298946871	7.4432109105288	37.7832182830899	7.90589570655262e-10	9.45154273232808e-09	TRUE
SYK	ENSG00000165025	SYK	1.46614614392284	8.40324977475105	37.7603051356181	7.99930280042365e-10	9.54235907367247e-09	TRUE
CORO1C	ENSG00000110880	CORO1C	1.24075347858146	7.70246621800552	37.7601845546948	7.99979726852993e-10	9.54235907367247e-09	TRUE
NBR1	ENSG00000188554	NBR1	1.21467033734357	7.62984242406737	37.7538541806711	8.02579935475522e-10	9.56265455034664e-09	TRUE
PDXK	ENSG00000160209	PDXK	1.56087503062669	8.29600755113391	37.7502120302108	8.0407978610703e-10	9.56882070877928e-09	TRUE
FBXO4	ENSG00000151876	FBXO4	-1.42511567400363	5.06413852380811	37.7482325913206	8.04896102853144e-10	9.56882070877928e-09	TRUE
ZC3H11A	ENSG00000058673	ZC3H11A	1.42220282502992	8.36330841955671	37.7255341883322	8.14316402170671e-10	9.67000727577672e-09	TRUE
PRDM2	ENSG00000116731	PRDM2	1.1760200769368	7.13164516246075	37.668305253399	8.38560516362011e-10	9.93823352561843e-09	TRUE
FCGR1B	ENSG00000198019	FCGR1B	1.2430355882705	6.59003383343089	37.6678134445939	8.38771964850127e-10	9.93823352561843e-09	TRUE
ALDH6A1	ENSG00000119711	ALDH6A1	-1.22137162841776	5.73789072658176	37.6434939087491	8.49294775930287e-10	1.0051720151166e-08	TRUE
RUBCNL	ENSG00000102445	RUBCNL	1.39749729740444	6.86023479576285	37.6377245295494	8.51810462594303e-10	1.00702925800038e-08	TRUE
EGLN1	ENSG00000135766	EGLN1	1.1217741998118	6.97851365838611	37.5705829625455	8.81641401047666e-10	1.04113923497749e-08	TRUE
ALAS2	ENSG00000158578	ALAS2	-3.04031573466806	6.92705260414049	37.5242332904737	9.02842624697725e-10	1.06499396084078e-08	TRUE
UBAP1	ENSG00000165006	UBAP1	1.24515239864053	6.85588560475508	37.4941757199629	9.16863626938521e-10	1.08033543639268e-08	TRUE
FZD1	ENSG00000157240	FZD1	-1.42863626664798	5.53746027569568	37.4545534906713	9.35679936511921e-10	1.10128700492111e-08	TRUE
EXOC8	ENSG00000116903	EXOC8	1.18280852127604	6.61955161792486	37.4251831204592	9.49876798010705e-10	1.1167612299264e-08	TRUE
SGK1	ENSG00000118515	SGK1	1.67820331706611	9.11610034542456	37.416293027989	9.54216406196991e-10	1.1206250068362e-08	TRUE
DDX58	ENSG00000107201	DDX58	1.38190014218115	7.06434361656509	37.4088266061285	9.5787639707588e-10	1.12368300605153e-08	TRUE
PHF12	ENSG00000109118	PHF12	1.13400844867643	7.07758897509352	37.3992712796536	9.62580866987612e-10	1.12795819655817e-08	TRUE
LRCH4	ENSG00000077454	LRCH4	1.28658319894767	7.309507098743	37.3788745815897	9.72700518160904e-10	1.13856254270979e-08	TRUE
AP1G1	ENSG00000166747	AP1G1	1.13087968501259	7.50587884294305	37.3620318917994	9.81137126238383e-10	1.14717571683257e-08	TRUE
VHL	ENSG00000134086	VHL	1.11825949046417	6.8406248448684	37.3360386559059	9.94301311470688e-10	1.16129154270561e-08	TRUE
OAZ2	ENSG00000180304	OAZ2	1.18413116391654	7.04568838708644	37.3306125163324	9.97071594755652e-10	1.16325019388159e-08	TRUE
SASH3	ENSG00000122122	SASH3	1.35081792586726	8.19340867425807	37.3218106803144	1.00158176451224e-09	1.16723219873059e-08	TRUE
PKM	ENSG00000067225	PKM	1.71396723229091	10.1444481248459	37.299052653997	1.01333817395017e-09	1.17964093772755e-08	TRUE
TMOD3	ENSG00000138594	TMOD3	1.10068187662414	7.36659460729323	37.2954341049343	1.01522014410377e-09	1.17980279225062e-08	TRUE
IGLL5	ENSG00000254709	IGLL5	2.11335543636794	7.62660552972693	37.2945223598468	1.01569488505786e-09	1.17980279225062e-08	TRUE
SMG7	ENSG00000116698	SMG7	1.18004535725574	6.60274030762275	37.2895252644387	1.01830079720161e-09	1.181539856295e-08	TRUE
VPS4B	ENSG00000119541	VPS4B	1.07604658069029	6.95873878741419	37.2692900709404	1.02892177160705e-09	1.1925629248256e-08	TRUE
PAPOLA	ENSG00000090060	PAPOLA	1.24074785802925	7.81573387483526	37.2354032053714	1.0469571742076e-09	1.21214628221641e-08	TRUE
ATP2B1	ENSG00000070961	ATP2B1	1.50381401506275	8.22975763151173	37.2151586721627	1.05788248372242e-09	1.22346408987027e-08	TRUE
TAP2	ENSG00000204267	TAP2	1.42808553061117	7.69709652951794	37.204903509042	1.06346034279544e-09	1.22857959254544e-08	TRUE
SPTY2D1	ENSG00000179119	SPTY2D1	1.16603893626022	6.88057705807555	37.1932625184469	1.06982765715681e-09	1.23459504036317e-08	TRUE
MECP2	ENSG00000169057	MECP2	1.50216318941928	7.59357508487921	37.1409106495724	1.09893789694558e-09	1.26681465043347e-08	TRUE
SLC19A1	ENSG00000173638	SLC19A1	1.6053806177882	6.78287493823766	37.1235465462061	1.10876730513623e-09	1.276762351369e-08	TRUE
DNAJC3	ENSG00000102580	DNAJC3	1.17005328462829	7.41142279201589	37.0564646770013	1.14757482475796e-09	1.3200212038297e-08	TRUE
SEC61A1	ENSG00000058262	SEC61A1	1.3009609681215	7.96839564343011	37.0449001220876	1.15440116708502e-09	1.32643935397242e-08	TRUE
MYADM	ENSG00000179820	MYADM	1.37015686163346	7.00053960684966	37.0064416287557	1.17739628579597e-09	1.35140199362126e-08	TRUE
GCC1	ENSG00000179562	GCC1	1.14180235274635	6.46288693824845	36.9859550322979	1.18983229232846e-09	1.36420426620418e-08	TRUE
UBE4A	ENSG00000110344	UBE4A	1.06643874287933	7.41737123825415	36.9794851254331	1.19378698957618e-09	1.36726518504742e-08	TRUE
TAF7	ENSG00000178913	TAF7	1.24884009397393	6.9375231476758	36.9692329797569	1.20008052897485e-09	1.3729953578809e-08	TRUE
R3HDM4	ENSG00000198858	R3HDM4	1.66752010640599	7.69968748719426	36.9237966306569	1.22837508394831e-09	1.40385723879807e-08	TRUE
USP8	ENSG00000138592	USP8	1.07931316659339	7.23960036194064	36.8913415640968	1.24899386957759e-09	1.4258899970285e-08	TRUE
CD93	ENSG00000125810	CD93	1.62045889252818	8.80774147524009	36.8854028743269	1.25280407049182e-09	1.4287068928224e-08	TRUE
ATP11B	ENSG00000058063	ATP11B	1.21810365965812	7.48671362462567	36.8688114297937	1.26351075698157e-09	1.43937413857429e-08	TRUE
KDM5C	ENSG00000126012	KDM5C	1.41574464071895	7.99197482099121	36.851810157903	1.27457695849087e-09	1.45042768324523e-08	TRUE
CREB1	ENSG00000118260	CREB1	1.11209049095221	7.03561161650987	36.8183213734548	1.29665960823407e-09	1.47398058030027e-08	TRUE
DDIT3	ENSG00000175197	DDIT3	1.76639411053907	6.8520955263089	36.8081709397558	1.3034281991431e-09	1.48009349401095e-08	TRUE
PSTPIP1	ENSG00000140368	PSTPIP1	1.13454857339278	6.86504547873636	36.7977816846826	1.31039268009148e-09	1.4864155774172e-08	TRUE
PAK1	ENSG00000149269	PAK1	1.10894162189743	7.26061414749897	36.7799071989235	1.32246222812733e-09	1.49850885061499e-08	TRUE
KHNYN	ENSG00000100441	KHNYN	1.23665386693762	7.65563980632365	36.7686552432278	1.33011701111293e-09	1.50557925513208e-08	TRUE
CLK1	ENSG00000013441	CLK1	1.27373243684592	7.57712084692803	36.7200552817989	1.36369282890869e-09	1.54194385755457e-08	TRUE
GLT1D1	ENSG00000151948	GLT1D1	1.54559058693771	6.23947189162697	36.7061540264421	1.37345182338456e-09	1.55132987269764e-08	TRUE
DEXI	ENSG00000182108	DEXI	-1.28736018632284	5.1932035940695	36.7036606387191	1.37520961945657e-09	1.55166811781738e-08	TRUE
ADAR	ENSG00000160710	ADAR	1.56882552336203	9.21564528878181	36.6914891122239	1.38382272970765e-09	1.55973239873828e-08	TRUE
CHMP3	ENSG00000115561	CHMP3	1.20542446700551	7.07809268067598	36.6155039318677	1.43882786301176e-09	1.62001359390954e-08	TRUE
UBE2D3	ENSG00000109332	UBE2D3	1.35451333049761	8.51891488272456	36.6099916706675	1.44290229121077e-09	1.62288376093896e-08	TRUE
TBL1X	ENSG00000101849	TBL1X	1.25585872663268	6.46141558493735	36.6005331012627	1.44992059972104e-09	1.62905545734233e-08	TRUE
ACIN1	ENSG00000100813	ACIN1	1.2380211643209	7.85560762219708	36.5920661085519	1.45623214233828e-09	1.6344208854936e-08	TRUE
FRAT2	ENSG00000181274	FRAT2	1.42648975711199	6.7734828367867	36.5685570017055	1.47390111955804e-09	1.65250873678583e-08	TRUE
HELZ2	ENSG00000130589	HELZ2	1.59893444633864	7.69308725791449	36.5570075907328	1.4826598996725e-09	1.6605790876332e-08	TRUE
HNRNPU	ENSG00000153187	HNRNPU	1.4214232112453	8.61371552347596	36.5282786358662	1.5046739386979e-09	1.68346274529397e-08	TRUE
UBE2D1	ENSG00000072401	UBE2D1	1.14221438693898	6.2725256593778	36.5070611464908	1.52114203582813e-09	1.70009992239614e-08	TRUE
MRVI1	ENSG00000072952	MRVI1	1.6445541338114	6.53402668837366	36.4979373960418	1.52827886919519e-09	1.70628406802066e-08	TRUE
RANBP2	ENSG00000153201	RANBP2	1.52386942543059	9.0411821067453	36.4903700980732	1.53422363470939e-09	1.7111257309547e-08	TRUE
FAM210B	ENSG00000124098	FAM210B	-1.55257808118984	5.80414740209333	36.4248126192618	1.58670359532628e-09	1.7678037962588e-08	TRUE
NPEPPS	ENSG00000141279	NPEPPS	1.1333821905176	7.05963440919532	36.412036081086	1.59713885114061e-09	1.77756876319415e-08	TRUE
